playerid,activity_date,purchases,gameends
36417113,2017-04-20,0,9
19617453,2017-04-20,0,8
47055644,2017-04-20,0,4
14283193,2017-04-20,0,7
35202378,2017-04-20,0,7
17553857,2017-04-20,0,9
33454571,2017-04-20,0,15
6416152,2017-04-20,0,10
28332714,2017-04-20,0,26
6971590,2017-04-20,0,4
30111508,2017-04-20,0,24
6363079,2017-04-20,0,6
26152146,2017-04-20,0,7
13256439,2017-04-20,0,40
6082955,2017-04-20,0,6
35202164,2017-04-20,0,12
44093973,2017-04-20,0,20
39024530,2017-04-20,0,16
18776793,2017-04-20,0,3
11303072,2017-04-20,0,7
25111148,2017-04-20,0,8
1314760,2017-04-20,0,4
15809431,2017-04-20,0,13
40206136,2017-04-20,0,9
9260897,2017-04-20,0,8
17116316,2017-04-20,0,8
28204742,2017-04-20,0,9
12057397,2017-04-20,0,10
17027489,2017-04-20,0,3
21495683,2017-04-20,0,14
7454943,2017-04-20,0,14
36096927,2017-04-20,0,11
21583080,2017-04-20,0,19
14331301,2017-04-20,0,10
1811211,2017-04-20,0,8
9029299,2017-04-20,0,7
11186025,2017-04-20,0,18
27357039,2017-04-20,0,18
40420511,2017-04-20,0,12
17631915,2017-04-20,0,25
15057327,2017-04-20,0,20
13171444,2017-04-20,0,9
4467068,2017-04-20,0,26
13292352,2017-04-20,0,10
13161850,2017-04-20,0,49
35087698,2017-04-20,0,11
6333838,2017-04-20,0,9
19214952,2017-04-20,0,13
28228521,2017-04-20,0,6
568745,2017-04-20,0,11
14630818,2017-04-20,0,9
23564505,2017-04-20,0,16
769325,2017-04-20,0,6
13376765,2017-04-20,0,19
4183601,2017-04-20,0,6
7093511,2017-04-20,1,8
16157337,2017-04-20,0,7
26175486,2017-04-20,0,16
27492473,2017-04-20,0,15
47206382,2017-04-20,0,2
16011763,2017-04-20,0,13
41015188,2017-04-20,0,17
14400994,2017-04-20,0,21
47193832,2017-04-20,0,14
40147870,2017-04-20,0,15
16533150,2017-04-20,0,6
28070319,2017-04-20,0,7
16701946,2017-04-20,0,22
21161113,2017-04-20,0,11
11378536,2017-04-20,0,14
36174150,2017-04-20,0,4
10280235,2017-04-20,0,25
11618645,2017-04-20,0,32
39109688,2017-04-20,0,10
16206331,2017-04-20,0,31
26029055,2017-04-20,0,9
9552169,2017-04-20,0,14
2193303,2017-04-20,0,18
39047021,2017-04-20,0,15
22253878,2017-04-20,0,6
18114602,2017-04-20,0,11
41005948,2017-04-20,0,12
47100920,2017-04-20,0,6
44029445,2017-04-20,0,19
41079210,2017-04-20,0,13
15563292,2017-04-20,0,7
35032438,2017-04-20,0,4
39174636,2017-04-20,0,16
33125956,2017-04-20,0,42
47086257,2017-04-20,0,11
14094617,2017-04-20,0,5
47030480,2017-04-20,0,17
20399941,2017-04-20,0,23
43185260,2017-04-20,0,11
30006037,2017-04-20,0,20
40306001,2017-04-20,0,16
14471620,2017-04-20,0,6
44105605,2017-04-20,0,8
19250246,2017-04-20,0,10
4252331,2017-04-20,0,6
39369274,2017-04-20,0,14
33028277,2017-04-20,0,14
23226987,2017-04-20,0,21
21306813,2017-04-20,0,12
18766754,2017-04-20,0,8
39094807,2017-04-20,0,8
24467119,2017-04-20,0,8
19275495,2017-04-20,0,9
24049618,2017-04-20,0,6
43035769,2017-04-20,1,16
30108414,2017-04-20,0,17
31179391,2017-04-20,0,9
40239336,2017-04-20,0,51
19200920,2017-04-20,0,5
4037550,2017-04-20,0,10
14250654,2017-04-20,0,9
26261144,2017-04-20,0,8
9168453,2017-04-20,0,19
16767549,2017-04-20,0,72
35239021,2017-04-20,0,8
1818800,2017-04-20,0,7
47220558,2017-04-20,0,6
12080286,2017-04-20,0,11
7415488,2017-04-20,0,14
1580920,2017-04-20,0,9
1374835,2017-04-20,0,12
15502430,2017-04-20,0,12
40371749,2017-04-20,0,7
9408876,2017-04-20,0,15
21552950,2017-04-20,0,9
17251726,2017-04-20,0,11
4125974,2017-04-20,0,6
13648269,2017-04-20,0,5
1081264,2017-04-20,0,8
37046419,2017-04-20,0,14
35112243,2017-04-20,0,16
40402387,2017-04-20,0,12
18755044,2017-04-20,0,15
40048436,2017-04-20,0,3
47053635,2017-04-20,0,38
40023374,2017-04-20,0,26
36050680,2017-04-20,0,8
13812726,2017-04-20,0,8
36182667,2017-04-20,0,14
41087766,2017-04-20,0,9
44042681,2017-04-20,0,6
13723724,2017-04-20,0,13
9011386,2017-04-20,0,6
15104658,2017-04-20,0,13
23454325,2017-04-20,0,8
47391943,2017-04-20,0,10
36321524,2017-04-20,0,58
8934870,2017-04-20,0,25
8349948,2017-04-20,0,5
40246383,2017-04-20,0,7
27352625,2017-04-20,0,12
18853490,2017-04-20,0,21
4051667,2017-04-20,0,7
22028924,2017-04-20,0,14
39028826,2017-04-20,0,7
921277,2017-04-20,0,7
5162649,2017-04-20,0,62
8431222,2017-04-20,0,10
47219230,2017-04-20,0,23
16005408,2017-04-20,0,12
26041296,2017-04-20,0,4
18739112,2017-04-20,0,29
22697763,2017-04-20,0,12
12332787,2017-04-20,0,20
14453011,2017-04-20,0,10
5395084,2017-04-20,0,24
12034945,2017-04-20,0,7
40240680,2017-04-20,0,26
16824307,2017-04-20,0,12
17021871,2017-04-20,0,16
19215762,2017-04-20,0,7
40085185,2017-04-20,0,13
19134051,2017-04-20,0,12
40030842,2017-04-20,0,10
47035163,2017-04-20,0,10
31360220,2017-04-20,0,14
8489827,2017-04-20,0,4
14155247,2017-04-20,0,18
7136267,2017-04-20,0,8
2050481,2017-04-20,0,55
47384957,2017-04-20,0,17
9002428,2017-04-20,0,16
11096296,2017-04-20,0,11
39005807,2017-04-20,0,9
21178718,2017-04-20,0,8
43442060,2017-04-20,0,15
37145248,2017-04-20,0,22
37072112,2017-04-20,0,9
31092158,2017-04-20,0,8
15559949,2017-04-20,0,20
47020942,2017-04-20,0,43
30341772,2017-04-20,0,11
7399281,2017-04-20,0,5
30190279,2017-04-20,0,6
41241445,2017-04-20,0,12
19268532,2017-04-20,0,8
7702065,2017-04-20,0,9
33106441,2017-04-20,0,12
166562,2017-04-20,0,13
26096211,2017-04-20,0,7
21333604,2017-04-20,0,11
40404713,2017-04-20,0,7
18028608,2017-04-20,0,10
33240465,2017-04-20,0,8
19403754,2017-04-20,0,7
25045503,2017-04-20,0,12
40122948,2017-04-20,0,10
40320421,2017-04-20,0,27
13171769,2017-04-20,0,8
18432194,2017-04-20,2,7
20194874,2017-04-20,0,16
1005233,2017-04-20,0,5
1439046,2017-04-20,0,18
18563426,2017-04-20,0,7
37263887,2017-04-20,0,18
22457098,2017-04-20,0,48
30004502,2017-04-20,0,14
37022540,2017-04-20,0,7
13852347,2017-04-20,0,11
20056683,2017-04-20,0,9
10288753,2017-04-20,0,15
8065652,2017-04-20,0,7
19337232,2017-04-20,0,9
41196392,2017-04-20,0,11
23207946,2017-04-20,0,3
7136035,2017-04-20,0,8
43028162,2017-04-20,0,7
12294432,2017-04-20,0,5
21029372,2017-04-20,0,4
25137671,2017-04-20,0,49
44094614,2017-04-20,0,18
35230438,2017-04-20,0,11
2295693,2017-04-20,0,19
19061361,2017-04-20,0,15
477050,2017-04-20,0,11
15148991,2017-04-20,0,12
47285778,2017-04-20,0,23
22073332,2017-04-20,0,5
8258919,2017-04-20,0,8
7047685,2017-04-20,0,48
10494989,2017-04-20,0,6
15315698,2017-04-20,0,15
4371256,2017-04-20,0,6
7477147,2017-04-20,0,19
47135433,2017-04-20,0,12
15595345,2017-04-20,0,9
26106258,2017-04-20,0,20
23258520,2017-04-20,0,14
30178242,2017-04-20,0,15
2073663,2017-04-20,0,17
5949818,2017-04-20,0,8
31190361,2017-04-20,0,10
10463722,2017-04-20,0,11
40224012,2017-04-20,0,7
31336856,2017-04-20,0,12
640757,2017-04-20,0,11
575358,2017-04-20,0,15
352685,2017-04-20,0,11
40058987,2017-04-20,0,29
31226836,2017-04-20,0,6
30003338,2017-04-20,0,19
16316864,2017-04-20,0,13
22114733,2017-04-20,0,11
37240567,2017-04-20,0,10
474605,2017-04-20,0,41
17003513,2017-04-20,0,10
24315128,2017-04-20,0,5
10188410,2017-04-20,0,9
15166306,2017-04-20,0,15
19341569,2017-04-20,0,33
23259288,2017-04-20,0,18
36471339,2017-04-20,0,12
43033274,2017-04-20,0,9
22020335,2017-04-20,0,10
14355467,2017-04-20,0,7
1360723,2017-04-20,0,15
43061042,2017-04-20,0,5
39113183,2017-04-20,0,11
5132048,2017-04-20,0,6
17167892,2017-04-20,0,8
1862735,2017-04-20,0,7
27359287,2017-04-20,0,9
13035044,2017-04-20,0,4
1219587,2017-04-20,0,2
37188774,2017-04-20,0,68
11000235,2017-04-20,0,6
40452519,2017-04-20,0,14
14185309,2017-04-20,0,13
39094240,2017-04-20,0,3
39064495,2017-04-20,0,7
47103696,2017-04-20,0,7
11618164,2017-04-20,0,10
47004028,2017-04-20,0,10
47064357,2017-04-20,0,11
9379344,2017-04-20,0,8
40245886,2017-04-20,0,11
6305755,2017-04-20,0,14
47002060,2017-04-20,0,25
8175674,2017-04-20,0,17
16482703,2017-04-20,0,9
36405679,2017-04-20,0,4
13097545,2017-04-20,1,14
26111322,2017-04-20,0,9
36334259,2017-04-20,0,9
19660113,2017-04-20,0,11
40069718,2017-04-20,0,9
11242677,2017-04-20,0,14
10175108,2017-04-20,0,13
23374087,2017-04-20,0,24
7881240,2017-04-20,0,12
24228537,2017-04-20,0,9
7057771,2017-04-20,0,7
43050668,2017-04-20,0,13
19816050,2017-04-20,0,21
5200929,2017-04-20,0,8
47044899,2017-04-20,0,9
43153503,2017-04-20,0,7
14413294,2017-04-20,0,6
30192758,2017-04-20,0,12
7059950,2017-04-20,0,12
12686917,2017-04-20,0,30
26371507,2017-04-20,0,7
39202032,2017-04-20,0,69
39217327,2017-04-20,0,4
9065266,2017-04-20,0,11
5034303,2017-04-20,0,9
35155476,2017-04-20,0,6
12634955,2017-04-20,0,35
36274784,2017-04-20,0,27
31037461,2017-04-20,0,8
13047158,2017-04-20,0,16
4250491,2017-04-20,0,13
18336555,2017-04-20,0,11
8040527,2017-04-20,0,12
13466589,2017-04-20,0,12
20461627,2017-04-20,0,20
1101865,2017-04-20,0,9
40366479,2017-04-20,0,16
27082827,2017-04-20,0,3
30559616,2017-04-20,0,17
31191369,2017-04-20,0,11
36249254,2017-04-20,0,19
16339196,2017-04-20,0,25
12734787,2017-04-20,0,4
30039364,2017-04-20,0,7
13003134,2017-04-20,0,16
17060994,2017-04-20,0,11
25511099,2017-04-20,0,8
6316029,2017-04-20,1,8
7418208,2017-04-20,0,12
33141467,2017-04-20,0,10
39061792,2017-04-20,0,35
24301662,2017-04-20,0,5
41213789,2017-04-20,0,6
35056581,2017-04-20,0,5
39087890,2017-04-20,0,8
43163906,2017-04-20,0,12
26344254,2017-04-20,0,6
26404930,2017-04-20,0,4
13929057,2017-04-20,0,8
11282857,2017-04-20,0,12
22662956,2017-04-20,0,11
31028100,2017-04-20,1,33
33059869,2017-04-20,0,6
47148068,2017-04-20,0,16
16090462,2017-04-20,0,12
2457190,2017-04-20,0,7
17302290,2017-04-20,0,9
22059997,2017-04-20,0,11
23008634,2017-04-20,0,13
12205912,2017-04-20,0,16
13234675,2017-04-20,0,15
33140654,2017-04-20,0,8
35407942,2017-04-20,0,7
6255156,2017-04-20,0,88
31133102,2017-04-20,0,22
44064983,2017-04-20,0,9
10544644,2017-04-20,0,6
19229683,2017-04-20,0,22
37087179,2017-04-20,0,8
22592632,2017-04-20,0,12
15589923,2017-04-20,0,10
15776072,2017-04-20,0,10
26132868,2017-04-20,0,16
30087944,2017-04-20,0,24
19059405,2017-04-20,0,15
8034205,2017-04-20,0,8
16222480,2017-04-20,0,7
33007309,2017-04-20,0,13
43180154,2017-04-20,0,13
40206772,2017-04-20,0,7
36395680,2017-04-20,0,10
23091213,2017-04-20,0,9
31006748,2017-04-20,0,9
5893217,2017-04-20,0,16
18808759,2017-04-20,0,35
24101949,2017-04-20,0,19
267081,2017-04-20,0,9
47052116,2017-04-20,0,9
30313621,2017-04-20,0,5
9460862,2017-04-20,0,29
17044057,2017-04-20,0,7
28005188,2017-04-20,0,8
33081037,2017-04-20,0,3
2042966,2017-04-20,0,12
37071546,2017-04-20,0,16
15484867,2017-04-20,0,10
31244776,2017-04-20,0,12
20168930,2017-04-20,0,13
39109725,2017-04-20,0,12
37041071,2017-04-20,0,14
44015081,2017-04-20,0,11
14278454,2017-04-20,0,13
1014605,2017-04-20,0,9
18589762,2017-04-20,0,7
11267349,2017-04-20,0,7
31047231,2017-04-20,0,13
22649849,2017-04-20,0,7
19085871,2017-04-20,0,4
25034704,2017-04-20,0,13
224997,2017-04-20,0,10
21246423,2017-04-20,0,25
13503603,2017-04-20,0,7
26054749,2017-04-20,0,36
36111676,2017-04-20,0,30
6340240,2017-04-20,0,9
13139429,2017-04-20,0,9
19581296,2017-04-20,0,21
9531403,2017-04-20,0,14
41282324,2017-04-20,0,18
27775675,2017-04-20,0,8
41109952,2017-04-20,0,10
47119195,2017-04-20,0,13
28608792,2017-04-20,0,25
7954797,2017-04-20,0,7
2199734,2017-04-20,0,5
7230437,2017-04-20,0,10
47005002,2017-04-20,1,19
27097297,2017-04-20,0,6
40113439,2017-04-20,0,10
5182591,2017-04-20,0,7
5977436,2017-04-20,0,5
30262463,2017-04-20,0,9
4872196,2017-04-20,0,59
22144179,2017-04-20,0,8
14014696,2017-04-20,0,44
37077232,2017-04-20,0,9
37038876,2017-04-20,0,4
1417897,2017-04-20,0,23
43294519,2017-04-20,0,18
22270088,2017-04-20,0,15
37280567,2017-04-20,0,16
12132677,2017-04-20,0,8
4993364,2017-04-20,2,26
2548410,2017-04-20,0,11
16059224,2017-04-20,0,15
1121394,2017-04-20,0,6
41152715,2017-04-20,0,12
39018140,2017-04-20,0,7
33062666,2017-04-20,0,36
30550034,2017-04-20,0,15
40033193,2017-04-20,0,8
30113218,2017-04-20,0,9
43000470,2017-04-20,0,13
188465,2017-04-20,0,10
40006980,2017-04-20,0,10
47270664,2017-04-20,0,13
21097665,2017-04-20,0,4
4576868,2017-04-20,0,7
9492696,2017-04-20,0,8
30052714,2017-04-20,0,8
26633735,2017-04-20,0,10
27044905,2017-04-20,0,10
18138094,2017-04-20,0,29
21267380,2017-04-20,0,14
28130727,2017-04-20,0,10
35037115,2017-04-20,0,5
20268820,2017-04-20,0,8
37251247,2017-04-20,0,5
26622651,2017-04-20,0,11
15370322,2017-04-20,0,20
22165889,2017-04-20,0,15
47184952,2017-04-20,1,14
47010926,2017-04-20,0,11
27515749,2017-04-20,0,7
9359709,2017-04-20,0,7
19450329,2017-04-20,0,17
33126928,2017-04-20,0,11
17158042,2017-04-20,0,12
40208367,2017-04-20,0,14
47223459,2017-04-20,0,28
13254132,2017-04-20,0,10
20193482,2017-04-20,0,13
24315342,2017-04-20,0,9
43211749,2017-04-20,0,10
7025641,2017-04-20,0,22
8682856,2017-04-20,0,20
27288064,2017-04-20,0,13
6785342,2017-04-20,0,8
18011525,2017-04-20,0,7
12691670,2017-04-20,0,13
36086000,2017-04-20,0,10
33380299,2017-04-20,0,30
23001763,2017-04-20,0,5
43123107,2017-04-20,0,11
39313413,2017-04-20,0,10
145890,2017-04-20,0,12
22112270,2017-04-20,0,16
8099431,2017-04-20,0,8
11162202,2017-04-20,0,15
26622299,2017-04-20,0,6
10110617,2017-04-20,0,5
36366421,2017-04-20,0,10
18495345,2017-04-20,0,7
6978558,2017-04-20,0,13
14159496,2017-04-20,0,27
262657,2017-04-20,0,17
9309590,2017-04-20,0,6
827790,2017-04-20,0,19
47245181,2017-04-20,0,15
6132183,2017-04-20,0,13
7033975,2017-04-20,0,10
1029189,2017-04-20,0,10
20576021,2017-04-20,0,65
47026877,2017-04-20,0,5
16150468,2017-04-20,0,6
19340755,2017-04-20,0,22
41130621,2017-04-20,0,21
763476,2017-04-20,0,10
16395352,2017-04-20,0,25
26661888,2017-04-20,0,3
40437815,2017-04-20,0,8
40082257,2017-04-20,0,9
43004839,2017-04-20,0,10
15276140,2017-04-20,0,41
20098576,2017-04-20,0,11
23604274,2017-04-20,0,3
317691,2017-04-20,0,7
43386084,2017-04-20,0,11
15001350,2017-04-20,0,9
18228036,2017-04-20,0,11
14025342,2017-04-20,0,11
43011356,2017-04-20,0,15
36069644,2017-04-20,0,85
47070839,2017-04-20,0,9
44095064,2017-04-20,0,22
11433358,2017-04-20,0,8
33367268,2017-04-20,0,12
5927581,2017-04-20,0,6
18430520,2017-04-20,0,9
33204554,2017-04-20,0,8
12345865,2017-04-20,0,52
2426434,2017-04-20,0,15
22598612,2017-04-20,0,11
22296204,2017-04-20,0,5
21177192,2017-04-20,0,9
36263423,2017-04-20,0,15
47121490,2017-04-20,0,4
23054580,2017-04-20,0,26
27415687,2017-04-20,0,14
25251494,2017-04-20,0,4
43116501,2017-04-20,0,25
33292241,2017-04-20,0,7
21459801,2017-04-20,0,21
43052093,2017-04-20,0,7
1539617,2017-04-20,0,11
31282759,2017-04-20,0,16
14760432,2017-04-20,0,43
43150567,2017-04-20,0,19
39051022,2017-04-20,0,2
40152921,2017-04-20,0,29
30163488,2017-04-20,0,8
21069074,2017-04-20,0,11
4809113,2017-04-20,0,17
33565303,2017-04-20,0,49
8362871,2017-04-20,0,3
43040386,2017-04-20,0,7
11068936,2017-04-20,0,11
47164943,2017-04-20,0,6
8947968,2017-04-20,0,10
1424360,2017-04-20,0,18
47110062,2017-04-20,0,3
10335981,2017-04-20,0,10
1791207,2017-04-20,0,25
28282911,2017-04-20,0,8
35238742,2017-04-20,0,11
20359456,2017-04-20,0,21
31049962,2017-04-20,0,8
33559926,2017-04-20,0,27
11390102,2017-04-20,0,7
11470923,2017-04-20,0,22
15069304,2017-04-20,0,10
13272469,2017-04-20,0,6
11659601,2017-04-20,0,8
4374853,2017-04-20,0,40
39409209,2017-04-20,0,11
12590917,2017-04-20,0,19
10469398,2017-04-20,0,20
8469968,2017-04-20,0,10
14963210,2017-04-20,0,8
19681911,2017-04-20,0,11
951425,2017-04-20,0,6
18235527,2017-04-20,0,6
20382607,2017-04-20,0,3
4502191,2017-04-20,0,9
18189167,2017-04-20,0,9
19186324,2017-04-20,0,8
19030903,2017-04-20,0,30
41082026,2017-04-20,0,7
47180175,2017-04-20,0,6
28063279,2017-04-20,0,5
25609942,2017-04-20,0,12
8636343,2017-04-20,0,11
5174201,2017-04-20,0,8
25363400,2017-04-20,0,7
22531118,2017-04-20,0,12
19209578,2017-04-20,0,10
36102044,2017-04-20,0,13
4814329,2017-04-20,0,18
19306946,2017-04-20,0,12
11064122,2017-04-20,0,12
20583753,2017-04-20,0,7
15430843,2017-04-20,0,18
14011298,2017-04-20,0,13
8234362,2017-04-20,0,29
19532323,2017-04-20,0,7
36373250,2017-04-20,0,6
30097886,2017-04-20,0,7
33047886,2017-04-20,0,4
15495365,2017-04-20,0,28
35049838,2017-04-20,0,21
26517084,2017-04-20,0,64
2029522,2017-04-20,0,8
36450203,2017-04-20,0,8
22165467,2017-04-20,0,17
33282429,2017-04-20,0,9
43024919,2017-04-20,0,12
36014386,2017-04-20,0,13
19295264,2017-04-20,0,6
838967,2017-04-20,0,3
5764023,2017-04-20,0,10
13109988,2017-04-20,0,9
40063175,2017-04-20,0,11
4121796,2017-04-20,0,9
36137957,2017-04-20,0,7
10144899,2017-04-20,0,7
6351667,2017-04-20,0,13
5824761,2017-04-20,0,12
15561542,2017-04-20,0,11
33081405,2017-04-20,0,47
26060044,2017-04-20,0,21
8084669,2017-04-20,0,8
13630624,2017-04-20,0,13
12496332,2017-04-20,0,16
16246241,2017-04-20,0,8
11134186,2017-04-20,0,13
18079892,2017-04-20,0,17
15465925,2017-04-20,0,14
15773459,2017-04-20,0,5
47012332,2017-04-20,0,9
6637839,2017-04-20,0,10
7788865,2017-04-20,0,7
18278781,2017-04-20,0,9
35135314,2017-04-20,0,7
41030226,2017-04-20,0,5
33088839,2017-04-20,0,20
36219185,2017-04-20,0,8
25225902,2017-04-20,0,20
14682194,2017-04-20,0,16
4272307,2017-04-20,0,4
1120849,2017-04-20,0,76
13472130,2017-04-20,0,5
43206025,2017-04-20,0,6
10409381,2017-04-20,0,19
27198157,2017-04-20,0,12
43206082,2017-04-20,0,5
476512,2017-04-20,0,8
24468604,2017-04-20,0,60
43219152,2017-04-20,0,19
10280158,2017-04-20,0,7
47012539,2017-04-20,0,8
21421811,2017-04-20,0,24
37092831,2017-04-20,0,8
19038449,2017-04-20,0,35
11323248,2017-04-20,0,7
18835993,2017-04-20,0,13
47238975,2017-04-20,0,11
970854,2017-04-20,0,11
15060977,2017-04-20,0,6
13167568,2017-04-20,0,36
19109135,2017-04-20,0,9
5781771,2017-04-20,0,11
41249517,2017-04-20,0,7
25027178,2017-04-20,0,14
18278141,2017-04-20,0,17
27091535,2017-04-20,0,7
6220983,2017-04-20,0,12
26592641,2017-04-20,0,25
40232709,2017-04-20,0,28
14868389,2017-04-20,0,10
13421535,2017-04-20,0,7
18729852,2017-04-20,0,10
4841861,2017-04-20,0,6
33152031,2017-04-20,0,5
23216525,2017-04-20,0,3
15783171,2017-04-20,0,16
7372992,2017-04-20,0,4
26031317,2017-04-20,0,7
21040420,2017-04-20,0,20
26462466,2017-04-20,0,13
10517324,2017-04-20,0,10
13744414,2017-04-20,0,9
16918454,2017-04-20,0,5
27271045,2017-04-20,0,17
30272053,2017-04-20,0,8
6282727,2017-04-20,0,10
100381,2017-04-20,0,14
30186588,2017-04-20,0,9
12413600,2017-04-20,0,19
18527684,2017-04-20,0,9
44068936,2017-04-20,0,6
43016935,2017-04-20,0,4
18028811,2017-04-20,0,11
4794695,2017-04-20,0,15
9534180,2017-04-20,0,3
17895700,2017-04-20,0,13
22539272,2017-04-20,0,6
39117529,2017-04-20,0,12
47139194,2017-04-20,0,15
130238,2017-04-20,0,12
8421610,2017-04-20,0,17
16200487,2017-04-20,0,17
5696390,2017-04-20,0,19
6742888,2017-04-20,0,12
16542970,2017-04-20,0,11
19337977,2017-04-20,0,6
209727,2017-04-20,0,26
13292998,2017-04-20,0,8
4093150,2017-04-20,0,9
7421917,2017-04-20,0,16
31154097,2017-04-20,0,44
41122613,2017-04-20,0,37
6400111,2017-04-20,0,9
8138603,2017-04-20,0,9
7071995,2017-04-20,0,15
6442445,2017-04-20,0,16
2795859,2017-04-20,0,6
10856734,2017-04-20,0,11
7296231,2017-04-20,0,17
35023109,2017-04-20,0,5
40158169,2017-04-20,0,11
2033658,2017-04-20,0,10
41214309,2017-04-20,0,23
25422112,2017-04-20,0,46
15205598,2017-04-20,0,26
36047371,2017-04-20,0,11
19101798,2017-04-20,0,10
24189048,2017-04-20,0,6
9010640,2017-04-20,1,9
13741253,2017-04-20,0,15
16052775,2017-04-20,0,18
44245779,2017-04-20,0,12
35063565,2017-04-20,0,8
33352870,2017-04-20,0,8
20422512,2017-04-20,0,9
30024962,2017-04-20,0,34
17888486,2017-04-20,0,12
7135846,2017-04-20,0,51
14360315,2017-04-20,0,22
8044370,2017-04-20,0,14
2045386,2017-04-20,0,6
15325104,2017-04-20,0,16
5588089,2017-04-20,0,6
39204232,2017-04-20,0,22
26706040,2017-04-20,0,12
36457280,2017-04-20,0,20
37196010,2017-04-20,0,12
25612308,2017-04-20,0,4
12264253,2017-04-20,0,12
19929550,2017-04-20,0,8
41004166,2017-04-20,0,18
43028117,2017-04-20,0,9
41042869,2017-04-20,0,10
20450279,2017-04-20,0,7
17158530,2017-04-20,0,12
22322583,2017-04-20,0,7
30089805,2017-04-20,0,7
30302210,2017-04-20,0,9
20137544,2017-04-20,0,8
40106344,2017-04-20,0,5
7454031,2017-04-20,0,13
47243235,2017-04-20,0,9
1141400,2017-04-20,0,11
22433924,2017-04-20,0,5
43427466,2017-04-20,0,6
43017473,2017-04-20,0,9
43155654,2017-04-20,0,8
40279511,2017-04-20,0,14
17446501,2017-04-20,0,9
47260392,2017-04-20,0,12
6181642,2017-04-20,0,8
35074060,2017-04-20,0,8
19460278,2017-04-20,0,7
11866386,2017-04-20,0,5
11527656,2017-04-20,0,10
10265137,2017-04-20,0,8
15115655,2017-04-20,0,13
43303027,2017-04-20,0,11
40249988,2017-04-20,0,15
10148977,2017-04-20,0,12
36077298,2017-04-20,0,16
44009704,2017-04-20,2,45
4190195,2017-04-20,0,24
30001788,2017-04-20,0,10
16708813,2017-04-20,0,10
30547201,2017-04-20,0,10
4320516,2017-04-20,0,5
40293615,2017-04-20,0,5
33221545,2017-04-20,0,15
35439576,2017-04-20,0,7
21142521,2017-04-20,0,6
30315652,2017-04-20,0,12
27040099,2017-04-20,0,28
15671317,2017-04-20,0,12
721156,2017-04-20,0,12
35196713,2017-04-20,0,22
33820964,2017-04-20,0,23
47045299,2017-04-20,0,10
20262494,2017-04-20,0,11
22435331,2017-04-20,0,14
13478947,2017-04-20,0,16
27030196,2017-04-20,0,22
33084134,2017-04-20,0,19
37017749,2017-04-20,0,5
35203577,2017-04-20,0,7
11697333,2017-04-20,0,19
19533214,2017-04-20,0,10
27089638,2017-04-20,0,9
39351675,2017-04-20,0,14
20222198,2017-04-20,0,29
7094820,2017-04-20,0,11
47070135,2017-04-20,0,11
31272419,2017-04-20,0,12
35113398,2017-04-20,0,14
16358239,2017-04-20,0,4
47038491,2017-04-20,0,11
13269435,2017-04-20,0,5
36028387,2017-04-20,0,8
17038414,2017-04-20,0,13
39075399,2017-04-20,0,8
8170328,2017-04-20,0,10
33176102,2017-04-20,0,18
44083705,2017-04-20,0,10
36273283,2017-04-20,1,14
22105910,2017-04-20,0,12
43121181,2017-04-20,1,9
18051040,2017-04-20,0,6
25134054,2017-04-20,0,18
27123319,2017-04-20,0,6
10187471,2017-04-20,0,14
15466240,2017-04-20,0,10
22053526,2017-04-20,0,9
24089046,2017-04-20,0,14
8423281,2017-04-20,0,1
21076475,2017-04-20,0,9
20030888,2017-04-20,0,6
41244557,2017-04-20,0,9
16646227,2017-04-20,0,6
47325230,2017-04-20,0,5
31058271,2017-04-20,0,8
40732518,2017-04-20,0,11
14092280,2017-04-20,0,7
37042147,2017-04-20,0,15
6132972,2017-04-20,0,10
317345,2017-04-20,0,15
11069161,2017-04-20,0,15
43301873,2017-04-20,0,7
44224188,2017-04-20,0,5
6323039,2017-04-20,0,7
11587377,2017-04-20,0,5
20136122,2017-04-20,0,69
47040073,2017-04-20,0,6
47211284,2017-04-20,0,8
15153591,2017-04-20,0,9
19497829,2017-04-20,0,6
20841734,2017-04-20,0,34
23509132,2017-04-20,0,6
36196162,2017-04-20,0,7
4455913,2017-04-20,0,6
24064541,2017-04-20,0,16
15023452,2017-04-20,0,17
6470953,2017-04-20,2,25
25054110,2017-04-20,0,9
9909599,2017-04-20,0,15
31227463,2017-04-20,0,7
39021809,2017-04-20,0,5
40092939,2017-04-20,0,10
39020222,2017-04-20,0,8
28168365,2017-04-20,0,10
43552032,2017-04-20,0,10
24247860,2017-04-20,0,9
40327610,2017-04-20,0,10
9334690,2017-04-20,0,4
37392696,2017-04-20,0,14
9838485,2017-04-20,0,17
33019606,2017-04-20,0,10
8992427,2017-04-20,0,6
8650335,2017-04-20,0,12
17058879,2017-04-20,0,16
16584838,2017-04-20,1,5
43103563,2017-04-20,0,54
6107594,2017-04-20,0,17
6491894,2017-04-20,0,6
47079520,2017-04-20,0,15
18295318,2017-04-20,0,29
18479852,2017-04-20,0,10
26143854,2017-04-20,0,6
11066411,2017-04-20,0,6
13346118,2017-04-20,0,3
11342850,2017-04-20,0,10
21002845,2017-04-20,0,7
40646019,2017-04-20,0,7
36095454,2017-04-20,0,3
2254261,2017-04-20,0,5
8083935,2017-04-20,0,7
37074481,2017-04-20,0,5
43366141,2017-04-20,0,13
33333858,2017-04-20,0,17
